"","Player","Team","Position","GP","TOI","TOI/GP","CF/60 Rel","CA/60 Rel","CF% Rel","FF/60 Rel","FA/60 Rel","FF% Rel","SF/60 Rel","SA/60 Rel","SF% Rel","GF/60 Rel","GA/60 Rel","GF% Rel","xGF/60 Rel","xGA/60 Rel","xGF% Rel","SCF/60 Rel","SCA/60 Rel","SCF% Rel","HDCF/60 Rel","HDCA/60 Rel","HDCF% Rel","HDGF/60 Rel","HDGA/60 Rel","HDGF% Rel","MDCF/60 Rel","MDCA/60 Rel","MDCF% Rel","MDGF/60 Rel","MDGA/60 Rel","MDGF% Rel","LDCF/60 Rel","LDCA/60 Rel","LDCF% Rel","LDGF/60 Rel","LDGA/60 Rel","LDGF% Rel","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts/60","Neu. Zone Starts/60","Def. Zone Starts/60","On The Fly Starts/60","Off. Zone Start %","Off. Zone Faceoffs/60","Neu. Zone Faceoffs/60","Def. Zone Faceoffs/60","Off. Zone Faceoff %"
"596","Dakota Mermis","ARI","D","1","11.333333333333","11.333333333333","-21.62","-27.45","6.22","-14.76","-16.89","3.56","1.1","-19.54","25.71","5.29","-3.17","100.00","0.67","-2.35","38.54","3.73","-23.25","42.07","10.08","-7.39","33.33","5.29","-3.17","100.00","-8.46","-21.15","-","0","0","-","-28.23","-0.74","-23.08","0","0","-","20.00","100.00","1.200","0","5.29","0","84.71","-","5.29","5.29","10.59","33.33"
"450","Brendan Gaunce","VAN","C","3","22.833333333333","7.6111111111111","-2.39","-15.18","6.19","-7.71","-4.25","-2.89","-3.16","-7.26","3.85","8.06","-0.81","38.33","-0.32","0.28","-7.78","-1.37","3.74","-4.22","3.64","-2.24","15.00","3.78","-2.45","62.50","-6.68","7.98","-14.97","5.7","-0.65","33.33","-3.4","-20.96","18.27","0","3.09","0.00","40.00","88.89","1.289","13.14","13.14","18.39","52.55","41.67","15.77","15.77","21.02","42.86"
"636","Nikita Scherbak","L.A","R","8","79.816666666667","9.9770833333333","13.01","-1.65","6.15","12.43","-2.8","8.30","15.97","6.01","6.24","-1.35","2.42","-32.69","0.54","-0.57","12.85","6.67","-5.03","12.09","-1.24","-3.33","6.17","-1.52","1.67","-53.33","10.55","-2.27","14.56","0.24","1.24","-16.67","7.95","0.62","4.60","-0.01","-0.28","20.00","3.33","87.23","0.906","6.77","11.28","3.01","61.64","69.23","14.28","18.04","11.28","55.88"
"849","Henri Jokiharju","CHI","D","38","624.35","16.430263157895","8.82","-5.13","5.95","7.22","-3.08","5.96","4.4","-2.93","5.65","0.18","0.55","-2.50","0.3","-0.06","3.80","3.84","-3.35","6.43","1","-0.54","3.52","0.7","0.15","11.32","3.79","-3.75","8.50","-0.54","0.68","-28.65","3.74","-0.66","2.86","-0.15","-0.16","-4.17","6.72","89.60","0.963","9.71","14.13","6.63","48.15","59.41","20.76","20.28","13.84","60.00"
"389","Reid Boucher","VAN","C","1","5.4666666666667","5.4666666666667","20.48","6.91","5.93","26.96","6.31","9.15","4.41","-11.06","18.59","-2.59","-1.3","-","-1.18","0.09","-15.66","1.21","9.59","-7.06","-0.69","11.58","-19.61","-1.3","-1.3","-","2.53","-2.65","8.82","-1.73","0","-100.00","1.75","1.75","0.00","0","0","-","0.00","100.00","1.000","21.95","0","0","87.8","100.00","32.93","0","0","100.00"
"317","Kevin Hayes","NYR, WPG","C, R","71","949.68333333333","13.375821596244","7.29","-5.74","5.92","4.08","-3.68","4.66","3.33","-3.44","5.63","0.67","0.16","5.18","0.34","-0.32","7.24","4.15","-1.94","5.99","1.82","-2.49","9.68","0.27","0.19","1.16","3.11","0.73","3.38","0.51","0","14.00","2.76","-3.05","4.16","0.03","-0.05","3.30","9.30","91.22","1.005","10.55","12","6.7","47.57","61.17","18.89","17.88","15.67","54.66"
"754","Conor Garland","ARI","R","47","473.23333333333","10.068794326241","6.17","-7.05","5.78","7.2","-4.04","6.55","4.75","-4.04","7.31","-0.13","-1.46","16.21","0.05","-0.1","1.69","2.67","-3.14","5.82","-0.06","-0.62","1.26","-0.38","-1.38","24.24","3.64","-3.36","9.36","0.48","-0.03","17.14","4.49","-5.5","6.63","-0.11","-0.26","6.52","5.97","94.69","1.007","10.52","12.55","5.2","58.07","66.94","19.53","17.24","13.57","59.00"
"725","Thomas Chabot","OTT","D","70","1376.8833333333","19.669761904762","11.19","-1.31","5.61","7.43","-2.01","5.57","5.6","0.24","4.52","1.49","0.49","10.52","0.61","0.05","6.34","6.64","1.37","5.33","3.24","0.56","6.08","1.22","0.11","17.62","4.54","1.09","4.74","0.02","0.56","-9.05","6.02","-5.03","7.22","0.29","-0.12","19.23","10.48","89.78","1.003","9.46","11.72","8.19","41.4","53.58","19.44","19.7","17.95","51.98"
"95","Chris Butler","STL","D","13","168.71666666667","12.978205128205","7.59","-4.08","5.56","6.29","-3.25","5.98","3.52","-0.6","3.42","0.14","-1.45","18.64","0.54","-0.3","9.85","4.26","-3.47","7.40","0.79","-0.71","3.82","-0.37","-1.12","16.00","4.62","-3.69","9.58","0.25","-0.1","10.00","3.67","1.68","1.72","0.46","-0.38","40.00","7.78","95.06","1.028","8.18","10.31","8.89","56.9","47.92","18.49","16.36","17.78","50.98"
"299","Tyler Toffoli","L.A","R","82","1073.65","13.093292682927","7.81","-4.47","5.49","5.79","-3.48","5.57","3.63","-1.29","4.24","-0.16","0","-1.90","0.52","-0.4","10.34","4.65","-4.38","8.95","2.24","-2.38","11.82","-0.14","-0.09","-1.67","3.21","-2.66","7.14","-0.14","-0.02","-3.66","3.05","-0.8","2.67","0.13","0.07","3.13","6.43","91.48","0.979","9.72","12.97","9.22","49.35","51.33","18.78","19.22","18.05","50.99"
"385","Josh Leivo","TOR, VAN","L","76","857.36666666667","11.281140350877","3.76","-8.9","5.47","2.68","-5.32","4.61","1.59","-5.27","5.61","0.05","-0.5","6.29","0","-0.49","5.35","0.92","-3.06","3.58","-0.04","-2.13","4.91","-0.57","-0.45","-5.86","1.28","-1.24","2.81","0.49","-0.18","15.80","3.57","-7.48","7.57","0.39","0.12","3.89","8.28","93.32","1.016","12.46","14.42","7.42","51.79","62.68","18.41","19.24","14.84","55.37"
"880","Brady Tkachuk","OTT","L","71","948.2","13.354929577465","7.54","-5.21","5.44","4.7","-3.01","4.43","2.73","-2.38","4.04","0.62","-0.12","6.70","0.63","-0.24","9.10","5.93","-1.73","7.13","4.02","-1.1","10.57","0.52","-0.17","10.10","2.55","-0.84","4.29","-0.23","0.51","-14.71","3.39","-3.2","4.35","0.39","-0.57","44.16","9.53","90.50","1.000","9.87","15.25","10.63","43.16","48.15","17.21","22.02","19.36","47.06"
"119","Claude Giroux","PHI","C","82","1230.8","15.009756097561","11.51","-1.08","5.42","9.39","0.53","5.15","5.44","1.64","3.14","1.19","0.08","10.39","0.19","0.05","1.53","3.17","1.16","2.06","0.07","1.24","-2.77","0.77","0.01","11.96","4.14","-0.1","5.35","0.39","-0.01","9.34","11.8","-2.68","9.51","0.18","0.14","4.61","9.86","91.18","1.010","13.31","13.75","10.97","37.54","54.82","23.35","19.55","21.25","52.35"
"45","Patrice Bergeron","BOS","C","65","803.53333333333","12.362051282051","11.5","-1.37","5.41","8","-1.93","5.61","4.44","0.35","3.09","1.71","0.72","6.50","0.62","-0.02","6.90","5.92","-0.8","6.46","2.86","0.69","5.06","1.51","0.32","14.72","4.08","-1.98","7.53","0.34","0.28","-1.00","8.58","0.1","4.98","-0.09","0.27","-15.49","10.80","91.15","1.020","15.9","14.26","9.41","43.38","62.83","28.9","21.95","20.16","58.90"
"235","Kyle Clifford","L.A","L","72","734.45","10.200694444444","8.85","-3.21","5.38","7.69","-2.7","6.22","5.57","-2.55","6.99","0.17","-0.69","9.50","0.44","-0.09","5.99","3.42","-0.35","3.80","2.41","0.06","6.02","0.55","-0.4","18.86","1.35","-0.54","2.34","-0.25","-0.26","-0.90","6.05","-4.91","7.44","-0.29","-0.26","-5.95","6.98","93.08","1.001","8.74","11.93","8.66","55.06","50.23","13.89","17.65","18.38","43.04"
"713","Mathew Barzal","NYI","C","82","1145.7833333333","13.972967479675","9.32","-2.52","5.36","5.67","-2.12","4.82","4.68","0.1","3.93","0.07","0.58","-6.43","0.38","0.05","3.56","5.81","0.33","4.93","1.32","0.58","1.37","0.17","0.18","-1.24","5.98","-0.33","7.59","-0.22","0.41","-24.12","4.68","-2.2","5.18","0.09","0.12","2.90","7.81","92.29","1.001","8.9","9.69","4.19","47.39","68.00","18.12","14.82","11.26","61.68"
"260","Brian Dumoulin","PIT","D","76","1334.6166666667","17.560745614035","8.58","-3.74","5.21","6.95","-1.72","4.86","6.12","-1.51","5.76","0.83","-0.01","7.47","0.46","0","4.42","4.35","-1.89","5.71","2.3","0.41","3.60","0.46","0","7.04","2.74","-3.06","7.22","0.26","-0.13","9.15","5.83","-2.44","5.47","0.25","0.08","7.73","8.89","92.77","1.017","8.23","14.79","8.95","46.22","47.91","18.88","23.69","19.06","49.76"
"666","Michael Bunting","ARI","L","5","47.683333333333","9.5366666666667","3.4","-7.51","5.19","3.28","-1.83","3.23","0.32","-3.89","3.57","-0.85","-1.75","8.82","0.55","0.19","5.07","10.35","2.37","8.13","5.37","1.7","9.77","-0.25","0.06","-5.56","6.65","0.89","7.18","0","-1.2","0.00","-6.81","-10.09","3.13","-0.87","-1.3","-40.00","4.55","95.45","1.000","12.58","12.58","2.52","60.4","83.33","20.13","17.62","8.81","69.57"
"55","Mark Giordano","CGY","D","78","1331.0166666667","17.064316239316","6.53","-5.3","5.17","4.05","-2.77","3.98","2.96","-2.03","4.10","1.14","0.03","9.16","0.18","-0.2","4.17","1.72","-2.63","4.15","0.43","-0.47","2.09","0.61","0.16","5.21","1.72","-2.88","5.59","0.5","0.11","9.39","5.07","-2.36","5.04","0.23","-0.37","25.00","10.52","91.37","1.019","9.51","14.7","10.01","39.58","48.73","21.77","22.4","20.56","51.44"
"648","Nicolas Aube-Kubel","PHI","R","9","49.866666666667","5.5407407407407","-11.36","-20.52","5.07","-12.97","-19.02","6.34","-8.71","-16.98","11.17","-2.06","-1.71","34.38","-1.28","-0.88","-3.11","-12.35","-9.24","-2.94","-5.26","-3.16","-1.53","-1.13","-0.78","25.00","-9.45","-8.11","-4.81","-0.41","-0.83","-33.33","4.42","-15.77","13.89","-0.9","-0.22","-80.00","5.26","100.00","1.053","10.83","3.61","9.63","60.16","52.94","12.03","6.02","16.84","41.67"
"466","Filip Forsberg","NSH","L","64","877.41666666667","13.709635416667","13.54","0.81","5.06","11.52","3.26","4.16","6.89","3.51","2.26","1.2","1.07","-0.21","0.98","0.44","4.84","8.45","3.51","4.12","4.79","1.84","6.04","1.01","0.5","5.41","4.88","2.23","2.78","0.2","0.39","-5.81","5.79","-2.42","5.38","0.05","0.4","-12.11","8.93","91.12","1.000","16.07","19.49","7.11","41.23","69.32","25.44","24.89","13.68","65.03"
"702","Mikko Rantanen","COL","R","74","1160.8166666667","15.686711711712","9.37","-2.6","5.04","7.09","0.15","3.90","6.47","-0.38","5.13","0.83","-0.31","11.37","0.22","0.16","0.65","3.81","1.19","2.22","0.82","1.18","-0.77","0.3","0.01","5.30","3.98","0","4.35","0.44","-0.01","11.13","7.07","-5.1","8.15","0.29","-0.53","40.87","8.15","92.84","1.010","15.87","17.57","7.18","34.17","68.83","28.32","24.81","16.18","63.65"
"710","Cooper Marody","EDM","C","6","40.916666666667","6.8194444444444","12.28","1.2","5.03","15.57","-5.05","11.95","5.89","-5.15","9.40","-2.09","-3.26","-","1.9","-0.5","22.58","5","2.51","2.88","8.53","-2.37","21.84","-1.16","-2.33","-","-4.71","6.5","-14.91","-0.62","-0.62","-50.00","12.9","-5.76","12.42","-0.67","-0.67","-50.00","0.00","100.00","1.000","20.53","10.26","7.33","45.46","73.68","27.86","20.53","13.2","67.86"
"327","Taylor Hall","N.J","L","33","496.65","15.05","3.65","-7.75","4.99","2.83","-7.99","6.20","2.36","-6.58","7.21","1.31","-0.12","13.19","0.37","-0.43","8.27","4.04","-2.15","5.81","1.56","-1.16","6.29","0.88","0.25","10.27","3.31","-1.32","5.60","0.46","-0.24","19.20","0.27","-7.02","4.84","0.21","-0.19","14.71","9.82","89.24","0.991","12.2","15.71","9.91","35.64","55.19","23.44","25.13","19.93","54.04"
"174","Carl Hagelin","L.A, PIT, WSH","L","58","722.98333333333","12.465229885057","2.35","-8.5","4.99","1.05","-7.35","5.16","0.59","-4.54","4.38","-0.08","-0.12","0.66","0.2","-0.39","6.47","2.92","-3.98","6.64","0.77","-1.75","5.73","0.25","-0.16","7.15","2.87","-2.96","7.17","-0.32","0.03","-5.46","-2.02","-6.82","3.66","-0.09","0.03","-7.14","9.02","91.64","1.007","11.78","12.7","6.56","47.64","64.25","19.92","19.92","14.61","57.69"
"766","Philippe Myers","PHI","D","21","292.13333333333","13.911111111111","1.82","-10.39","4.98","-2.32","-4.06","0.66","-0.19","-6.93","4.97","-1.14","-0.48","-8.18","-0.74","-0.01","-8.38","-4.22","-3.97","-1.01","-4.69","0.8","-13.42","-0.83","0.64","-22.24","0.63","-6.36","7.39","-0.26","-1.34","35.00","6.46","-6.7","9.25","-0.17","-0.16","-5.77","6.34","89.80","0.961","11.71","10.06","9.24","43.95","55.88","19.92","14.17","16.84","54.19"
"537","Jake Guentzel","PIT","C, L","82","1280.65","15.617682926829","10.33","-1.6","4.97","8.94","-0.26","5.05","6.21","-2.04","6.18","1.38","0.09","10.69","0.52","0","4.99","5.45","0.8","3.94","2.71","-0.21","5.76","0.84","-0.09","14.65","3.65","1.34","2.61","0.54","0.34","2.14","6.16","-3.09","6.10","0.2","-0.13","16.67","9.89","92.58","1.025","12.88","17.99","7.59","38.93","62.93","23","25.11","16.54","58.18"
"350","John Klingberg","DAL","D","64","1257.15","19.64296875","9.35","-1.81","4.97","5.01","-0.57","3.43","3.96","0.4","2.96","0.42","-0.26","8.93","0.31","0.01","3.36","3.77","0.09","3.42","0.53","-0.9","3.42","-0.26","-0.17","-1.07","4.31","1.33","3.70","0.55","0","23.08","7.78","-1.67","6.83","0.39","-0.16","26.64","6.85","94.57","1.014","12.17","12.22","9.26","35.51","56.79","23.86","18.23","18.85","55.87"
"213","Gustav Nyquist","DET, S.J","C, R","81","1169.85","14.442592592593","8.87","-2.11","4.92","6.84","0.23","3.96","4.95","0.29","3.88","0.89","0.56","3.44","0.62","-0.07","7.47","6.86","0.25","6.19","2.82","-0.01","6.73","0.97","-0.02","16.22","5.39","0.36","5.79","-0.17","0.34","-13.33","2.28","-2.14","3.28","0.07","0.47","-7.01","9.45","90.15","0.996","12.21","16.16","8.98","41.8","57.63","20.46","22.72","18.31","52.78"
"572","Nathan MacKinnon","COL","C","82","1363.6666666667","16.630081300813","8.33","-3.14","4.92","6.96","0.41","3.76","6.56","0.03","4.98","0.8","-0.56","13.88","0.31","0.17","1.53","3.21","1.76","1.22","0.64","1.05","-0.90","0.15","-0.22","6.90","3.42","0.95","2.68","0.86","-0.02","21.88","7.37","-5.9","8.90","0.01","-0.54","30.77","8.16","93.44","1.016","15.31","17.42","7.17","33.22","68.10","28.34","25.17","16.5","63.20"
"277","Erik Haula","VGK","C, L","15","197.36666666667","13.157777777778","10.63","-2.12","4.88","2.25","-4.86","4.72","1.44","-3.98","5.17","0.92","-0.97","22.01","0.15","-0.35","6.02","7.82","-0.89","6.85","0.45","0.5","-0.38","1.31","-0.37","31.11","9.83","-1.86","11.62","-0.31","-1.14","-16.67","3.75","-0.58","2.69","-0.23","0.37","-23.81","7.21","91.55","0.988","8.51","5.78","6.38","48.94","57.14","26.75","15.81","17.02","61.11"
"397","Brandon Saad","CHI","L","80","1099.9166666667","13.748958333333","8.5","-2.9","4.88","5.98","-0.96","4.03","4.14","-0.89","3.84","-0.2","0.25","-4.10","0.24","0.04","2.19","3.01","-1.7","4.13","0.92","-0.26","2.65","-0.1","-0.08","-0.51","2.79","-1.91","5.21","0.12","0.08","0.83","8.58","-0.15","5.76","-0.28","0.39","-29.52","7.56","91.13","0.987","9.22","16.96","8.89","41.13","50.90","17.18","23.57","18.44","48.24"
"678","Jacob Middleton","S.J","D","3","28.6","9.5333333333333","13.48","1.3","4.85","9.11","2.65","2.77","10.49","7.15","-0.39","1.1","4.75","-26.67","0.59","1.32","-6.72","15.65","0.48","11.16","-1.38","8.05","-16.56","-1.55","5.78","-75.00","22.7","-10.09","30.56","4.22","-1.38","50.00","-2.49","-4.17","3.04","-0.75","0","-100.00","10.00","76.92","0.869","10.49","8.39","6.29","56.64","62.50","23.08","14.69","20.98","52.38"
"436","Brad Hunt","MIN, VGK","D","42","510.16666666667","12.146825396825","1.51","-9.31","4.85","1.28","-5.69","4.23","3","-4.21","5.90","-0.44","-0.75","3.51","0.03","-0.09","1.36","-1.3","-0.51","-0.71","0.01","1.26","-2.99","0","0.11","-2.38","-1.74","-2.36","0.93","-0.63","-0.68","-15.54","3.17","-7.98","7.82","0.11","-0.51","69.23","4.75","93.81","0.986","7.76","10.58","5.53","51.16","58.41","19.99","17.17","13.05","60.50"
"251","Chris Kreider","NYR","L","79","1083.4","13.713924050633","5.31","-5.31","4.79","5.15","-4.9","6.02","3.17","-3.23","5.28","1.44","-0.17","16.04","0.36","-0.45","8.69","3.66","-5.36","8.41","1.23","-1.53","5.79","0.33","-0.33","11.49","3.24","-5.11","10.49","0.74","0.04","22.72","1.85","0.9","0.88","0.8","0.19","21.97","10.67","91.67","1.023","10.97","17.89","8.69","46.08","55.77","20.21","24.98","19.27","51.19"
"814","Alexander Nylander","BUF","R","12","133.3","11.108333333333","7.46","-3.57","4.78","5.76","-0.43","3.31","2.14","1.81","0.20","0.41","-0.39","8.16","-0.01","0.19","-2.16","0.4","-0.68","1.06","0.3","1.49","-2.34","0.4","-0.29","16.47","0.12","-2.9","4.10","0.53","-0.99","26.47","9.82","-2.72","7.44","-0.36","0.94","-50.00","5.13","90.67","0.958","18","11.7","8.1","41.41","68.97","28.36","17.1","13.05","68.48"
"694","Vince Dunn","STL","D","78","1144.6166666667","14.674572649573","6.28","-4.12","4.72","4.64","-3.11","4.73","4","-1.85","4.81","0.37","-0.31","7.05","0.59","-0.1","7.06","6.79","-1.65","7.45","3.23","0","6.58","0.6","-0.48","19.17","4.74","-2.2","7.86","-0.13","0.34","-12.83","-0.95","-3.24","1.80","-0.16","-0.12","0.63","8.23","92.50","1.007","12.53","13","6.5","49.43","65.84","22.07","18.71","14.52","60.32"
"38","Ryan Getzlaf","ANA","C","67","1009.25","15.063432835821","6.98","-3.71","4.70","5.27","-3.04","4.89","4.67","-3.54","6.94","0.54","0.73","-1.23","0.2","-0.06","2.85","3.24","-0.76","3.83","1.55","-0.75","5.22","0.55","0.32","5.43","2.25","-0.01","2.82","-0.01","0.65","-18.05","4.98","-3.99","6.28","0","-0.06","6.72","7.88","90.18","0.981","10.05","14.92","9.63","39.3","51.06","16.71","19.98","18.91","46.91"
"120","Jordan Staal","CAR","C","50","678.93333333333","13.578666666667","5.08","-6.01","4.69","2.96","-3.21","3.43","4.5","-1.31","4.23","0.27","-0.18","5.13","0.32","-0.4","6.93","2.62","-2.44","4.45","0.67","-1.86","5.30","0.12","0.06","1.46","2.61","-0.77","3.84","0.29","-0.24","15.26","5.21","-4.32","6.20","-0.1","-0.09","1.18","6.02","92.23","0.983","11.4","17.06","11.4","45.16","50.00","21.83","22.62","21.56","50.31"
"309","Jon Merrill","VGK","D","57","924.38333333333","16.217251461988","2.27","-7.71","4.68","2.02","-5.51","4.78","0.88","-3.93","4.23","0.24","-0.47","7.65","0.01","-0.29","3.55","0.1","-4.45","4.82","-0.19","-2.58","6.60","0.38","-0.2","10.10","0.38","-2.5","3.70","-0.2","-0.2","-1.07","2.85","-3.79","4.76","0.01","-0.08","4.40","7.42","91.93","0.993","10.52","10.64","6.17","45.5","63.04","24.99","17.72","13.11","65.59"
"639","Adrian Kempe","L.A","C","81","980.71666666667","12.107613168724","2.17","-8.14","4.67","1.22","-7.24","5.13","0.31","-4.61","4.23","-0.41","-0.45","-0.47","0.15","-0.43","6.70","1.76","-3.77","5.51","0.49","-1.63","5.43","-0.09","-0.02","-1.69","1.69","-2.86","5.57","-0.16","-0.35","4.67","0.46","-5.32","3.97","-0.28","-0.22","-5.86","6.36","91.82","0.982","9.61","13.28","8.38","54.69","53.40","17.44","18.84","15.78","52.49"
"664","Viktor Arvidsson","NSH","L, R","58","808.65","13.94224137931","17.49","5.33","4.63","13.01","9.13","1.66","8.67","8.12","0.01","1.3","0.97","1.16","1.05","0.75","2.55","10.84","7.56","2.57","5.99","2.93","5.98","1.28","0.43","9.80","6.46","6.18","0.15","0.37","0.37","-1.71","7.32","-0.69","4.97","-0.36","0.37","-34.17","9.18","92.06","1.012","14.32","18.77","6.31","40.51","69.42","23.74","23.97","12.39","65.71"
"695","Travis Dermott","TOR","D","64","1004.2833333333","15.691927083333","0.68","-10.01","4.56","1.74","-6.96","4.84","2.38","-5.1","5.96","-0.56","0.29","-7.96","-0.2","-0.33","1.44","-1.98","-5.15","3.06","-0.78","-2","3.17","-0.52","-0.43","0.78","-1.6","-4.21","3.00","-0.06","0.66","-15.53","3.89","-5.73","6.30","0.01","0.33","-15.38","7.93","91.34","0.993","8.42","12.25","5.74","50.13","59.49","18.94","19.72","14.28","57.01"
"334","Nino Niederreiter","CAR, MIN","R","82","1095.4","13.358536585366","8.29","-2.49","4.54","6.24","-1.88","4.56","5.07","-0.96","4.67","0.48","0.57","-1.29","0.41","0.1","2.83","4.28","-0.06","3.93","1.85","1.04","1.12","-0.36","0.6","-16.86","3.24","-1.46","6.18","0.77","0.04","12.80","4.93","-3.02","5.22","0.32","-0.09","19.38","8.00","89.94","0.979","11.45","14.13","7.67","44.09","59.89","23.28","21.36","17.36","57.28"
"774","Matthew Tkachuk","CGY","L","80","1083","13.5375","7.46","-3.16","4.49","5.77","-1.13","3.84","4.75","-0.89","4.40","0.39","0.36","-0.50","0.38","0.2","1.50","4.33","-0.46","4.11","1.6","0.76","1.60","0.36","0.18","1.58","3.64","-1.62","5.93","-0.1","-0.01","-2.41","3.49","-3.84","5.22","0.15","0.31","-5.00","8.85","90.71","0.996","12.74","15.35","9.31","40.61","57.79","20.06","20","16.23","55.27"
"8","Justin Williams","CAR","R","82","1151.1","14.037804878049","9.64","-1.87","4.45","6.26","-1.39","3.95","6.16","-1.97","6.09","0.26","0.08","1.79","0.45","-0.19","5.78","4.58","-2.14","5.82","2.18","-0.66","5.29","-0.37","-0.08","-5.94","3.19","-1.97","6.24","0.27","-0.03","7.38","4.96","-0.96","3.59","0.56","0.26","10.00","6.83","91.46","0.983","12.09","15.85","8.65","44.1","58.29","22.36","21.94","18.24","55.07"
"144","Eric Tangradi","N.J","L","6","71.916666666667","11.986111111111","5.42","-3.55","4.44","5.69","-1.2","4.79","6.13","0.81","5.37","-1.02","-1.43","-8.00","0.54","0.09","6.31","1.76","-1.06","3.12","2.64","-1.15","9.88","-0.49","-0.98","0.00","-1.18","0.12","-2.18","0","-1.36","0.00","5.39","-1.91","5.56","-0.76","0.82","-66.67","2.94","90.00","0.929","4.17","10.01","6.67","55.06","38.46","11.68","18.35","21.69","35.00"
